Unnamed: 0,product_id,Brand,Name,Description,recommended,not_recommended,overall_rating,Scent,Notes,brand_name,Score,max_review,User1,User2,User3,User4,User5,User6,User7,User8,User9,User10,User11,User12,User13,User14,User15,User16,User17,User18,User19,User20,User21,User22,User23,User24,User25,User26,User27,User28,User29,User30,User31,User32,User33,User34,User35,User36,User37,User38,User39,User40,User41,User42,User43,User44,User45,User46,User47,User48,User49,User50,User51,User52,User53,User54,User55,User56,User57,User58,User59,User60,User61,User62,User63,User64,User65,User66,User67,User68,User69,User70,User71,User72,User73,User74,User75,User76,User77,User78,User79,User80,User81,User82,User83,User84,User85,User86,User87,User88,User89,User90,User91,User92,User93,User94,User95,User96,User97,User98,User99,User100,Family
330,P456972,Armani Beauty,Aqua di Giò Profondo Eau de Parfum Spray,"Fragrance Family: Earthy & Woody Scent Type: Citrus & Woods Key Notes: Marine Notes, Cypress, Musk Fragrance Description: A serene take on the classic Acqua Di Giò, this eau de parfum opens with salty marine notes before melting into invigorating cypress, lavender, and rosemary to create an aquatic fougère. Patchouli and musk notes form the woody base, leaving a lasting, mysterious trail.About the Bottle: The deep-blue bottle and metallic blue cap are inspired by the depths of the Mediterranean Sea. Made of weighted glass, the bottle has an iconic shape that exudes masculinity.""Blue like a dense shadow that expresses sensuality—in its various nuances, it is a liquid color that gives a sense of fluidity and refined elegance."" —Giorgio ArmaniAbout the Fragrance: Created by master perfumer Alberto Morillas, this intensely aromatic men's perfume is inspired by the profound mystery of the sea.",963,22,4.7178,Citrus & Woods,"Marine Notes, Cypress, Musk ","Armani Beauty, Aqua di Giò Profondo Eau de Parfum Spray",4.502127968965489,985,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,Earthy & Woody
333,P449117,Valentino,Donna Born In Roma Eau de Parfum Travel Spray,"Fragrance Family: FloralScent Type: Warm FloralsKey Notes: Blackcurrant, Jasmine Grandiflorum, Bourbon VanillaFragrance Description: This is a warm floral fragrance inspired by Roman street style and edgy haute couture. A trio of jasmine flowers and sparkling blackcurrant fuse with warm vanilla and rich woods to create a scent that captures the essence of modern femininity.   About the Bottle: Designed with the iconic Valentino stud across the exterior, the luxe fragrance bottle stands out from the rest. The roughly studded exterior, an ode to the edgy fashion house and Roman architecture, is contrasted with the delicate, feminine ladies’ perfume within.About the Fragrance: The values and personality of the iconic haute couture fashion house come to life through this experiential floral perfume for women. The sweet floral women's fragrance held within the studded bottle beautifully contrasts with the edgy design inspired by Roman architecture.",1705,152,4.5315,Warm Florals,"Blackcurrant, Jasmine Grandiflorum, Bourbon Vanilla","Valentino, Donna Born In Roma Eau de Parfum Travel Spray",4.441944926854636,1853,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,Floral
352,P180727,Yves Saint Laurent,L'Homme,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodyKey Notes: Vetiver, Ginger, BergamotFragrance Description: This is a fresh and woody men's fragrance with bright citrus notes of bergamot and ginger that blend with vetiver to create a uniquely balanced scent that exudes the timeless elegance of a man with style.About the Fragrance: This scent is inspired by the attraction of a man with style and sensuality. It contains contrasting notes to create a unique combination of modern men's scents that exudes a timeless elegance.",120,8,4.8427,Citrus & Woods,"Vetiver, Ginger, Bergamot","Yves Saint Laurent, L'Homme",4.558886902689851,903,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,5,5,4,3,5,5,Earthy & Woody
358,P443788,Versace,Bright Crystal Travel Spray,"Fragrance Family: Fresh

Scent Type: Fresh Florals

Key Notes: Yuzu Lemon, Peony, Musk

Fragrance Description: Inspired by a mixture of Donatella Versace's favorite floral fragrances, Bright Crystal is a fresh, sensual blend of refreshing chilled yuzu and pomegranate mingled with soothing blossoms of peony, magnolia, and lotus flower, warmed with notes of musk and amber.",662,70,4.5487,Unknown,Unknown,"Versace, Bright Crystal Travel Spray",4.4649885106847,2195,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,5,1,5,4,5,3,Unknown
359,P448106,Yves Saint Laurent,Libre Eau De Parfum Travel Spray,"Fragrance Family: FloralScent Type: Warm FloralKey Notes: Lavender, Orange Blossom, Musk AccordFragrance Description: This is a bold and floral feminine fragrance for those who live by their own rules. It contains lavender essence from France combined with the sensuality of Moroccan orange blossom and a daring note of musk accord for a unique scent.About the Fragrance: This scent is a celebration of freedom. The daring yet distinctly floral and feminine perfume is for those who do what they want and dare to be exactly who they are. This women's perfume is inspired by the bold and the free, who are breaking boundaries and paving their own way.",3134,278,4.5188,Warm Florals,"Lavender, Orange Blossom, Musk Accord","Yves Saint Laurent, Libre Eau De Parfum Travel Spray",4.464928847688427,3410,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,Floral
400,P12430,Armani Beauty,Acqua di Giò Eau de Toilette Spray,"Fragrance Family: FreshScent Type: Fresh AquaticsKey Notes: Marine, Lavender, PatchouliFragrance Description: The ultimate clean and fresh cologne for men opens with a splash of marine notes including Calabrian bergamot, neroli, and green tangerine. The aquatic nuances mix with rosemary, persimmon, and Indonesian patchouli to create a long-lasting, fresh citrus scent.About the Bottle: The luxe, clear-matte cologne bottle echoes the clean-water-inspired fresh fragrance within.About the Fragrance: Experience the invigorating freshness of the sea, captured in a cologne. Classic and perfectly balanced, this aquatic men's fragrance captures the pure freshness and warmth of the Mediterranean Sea with expertly blended fragrance oils.",1076,24,4.7432,Fresh Aquatics,"Marine, Lavender, Patchouli","Armani Beauty, Acqua di Giò Eau de Toilette Spray",4.583061379978648,1717,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,Fresh
416,P428714,The 7 Virtues,Vanilla Woods Eau de Parfum Rollerball,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: Pear, Rose, VanillaFragrance Description: Vanilla Woods is intoxicating with a dash of fresh pear, a big rose heart note, and the benefits of a long-lasting dry down of organic Madagascar vanilla and gourmand caramel infused with warm amber. The sustainably sourced vanilla alleviates stress with aromatherapy benefits.About the Fragrance: This hypoallergenic and cruelty-free perfume is infused with sugar cane alcohol. It is Peta-Bunny- and Leaping-Bunny-certified cruelty-free and vegan. Made without phthalates, parabens, sulfates, formaldehyde, or UV inhibitors. Normally an Eau de Parfum contains 10-15% fragrances oils. Vanilla Woods contains 22% fragrances oils including organic, sustainably sourced vanilla from Madagascar.This perfume helps provide education and health care. The vanilla is sourced from a sustainable cooperative that provides families with fair wages. Layer with any 7 Virtues peace perfume to create your own harmony. Good for the world. Good for your soul.  Clean + Planet Positive at Sephora
When you see our Clean + Planet Positive seal, this brand's products are formulating without certain ingredients that are potentially harmful to human health and environment. They also address ingredients clients are concerned about, including phthalates, formaldehyde or formaldehyde releasers, oxybenzone and octinoxate, hydroquinone, triclosan, coal tar, methylisothiazolinone and methylchloroisothiazolinone, insoluble plastic microbeads, and more: For the full list, check out the Ingredients tab.On top of meeting the Clean at Sephora formulated without list, these brands are on a mission to do right by your routine and the planet by making climate commitments and focusing on sustainable sourcing, responsible packaging, and environmental giving.",847,129,4.4273,Warm & Sweet Gourmands,"Pear, Rose, Vanilla","The 7 Virtues, Vanilla Woods Eau de Parfum Rollerball",4.338710859614348,973,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,Warm & Spicy
430,P474083,Ralph Lauren,Ralph's Club Eau de Parfum,"Fragrance Family: Earthy & WoodyScent Type: Earthy Greens & HerbsKey Notes: Lavandin, Cedarwood, PatchouliFragrance Description: This woody cologne for men opens with the fresh scent of lavandin and clary sage balanced by cedarwood and vetiver to achieve a long-lasting, sensual woody fragrance. Exclusively crafted ingredients are distilled to their highest quality, with an exceptionally high level of naturality.About the Bottle: This men's cologne features a sleek flask with sharp, masculine angles that are cool to the touch. The gunmetal design has an unforgettable hinge cap with the Ralph’s Club monogram.About the Fragrance: An authentic men’s fragrance that pushes the boundaries of sensuality. Come together at Ralph's Club, the greatest night of your life captured in a fragrance.",2483,44,4.7966,Earthy Greens & Herbs,"Lavandin, Cedarwood, Patchouli","Ralph Lauren, Ralph's Club Eau de Parfum",4.663271739795983,2527,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,5,5,5,1,5,4,Earthy & Woody
437,P475088,Dior,Hypnotic Poison Roller-Pearl,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: Bitter Almond, Sambac Jasmine, VanillaFragrance Description: The Hypnotic Poison Eau de Toilette has four contrasting facets: Intoxicating bitter almond and carvi, opulent sambac jasmine, mysterious jacaranda, and sensuous vanilla and musk all make for a compelling, bewitching fragrance fusion. The mystery of Dior's legendary forbidden fruit lives on in a magical, modern philter.About the Fragrance: The Hypnotic Poison Eau de Toilette isn't a fragrance you wear, it's a fragrance that wears you. It is a magnetic and sensual fragrance, the stuff of modern perfumery legend.",232,72,4.4562,Warm & Sweet Gourmands,"Bitter Almond, Sambac Jasmine, Vanilla","Dior, Hypnotic Poison Roller-Pearl",4.348724995722348,874,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,1,3,5,5,5,4,Warm & Spicy
454,P433663,TOM FORD,Ombré Leather Eau de Parfum,"Fragrance Family: Warm & SpicyScent Type: Woody SpicesKey Notes: Black Leather, Violet Flower, Jasmine FlowerFragrance Description: The tactile sensuality of rich black leather, textured with addictive patchouli and vetiver envelops like a second skin. The perfume’s floral tones of jasmine sambac conjure wild desert beauty, while layers of amber and moss mimic the heat of rock and sand.About the Bottle: Packaged in a matte-black flacon with a faux-leather plaque, the Ombré Leather flacon captures the bold, tactile sensuality of the spicy leather scent. About the Fragrance: ""Ombré Leather is a deeply textural scent that imprints you with a tactile sensuality. It makes one feel different, beautiful and desired.""—Tom Ford",730,133,4.2213,Woody Spices,"Black Leather, Violet Flower, Jasmine Flower","TOM FORD, Ombré Leather Eau de Parfum",4.224053075791407,863,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,5,4,5,5,2,5,Warm & Spicy
490,P393151,TOM FORD,Tobacco Vanille,"Fragrance Family: Warm & SpicyScent Type: Woody SpicesKey Notes: Tobacco Leaf, Vanilla, GingerFragrance Description: TOM FORD reinvents classic tobacco with creamy tonka bean, vanilla, cocoa, dry fruit accords, and sweet wood sap for a modern, opulent, and heady impression of confidence and power.About the Bottle: The 50 mL and 100 mL flacons have the sleek look of a chess piece. Carved with consummate craftmanship, they add monumental beauty to a dressing table or grooming area, while a chocolate-brown set-up box completes the design.About the Fragrance: ""Tobacco Vanille is opulent, warm, and iconic. Reminiscent of an English gentleman‘s club and blended with rich spices, vanilla, and tobacco flower, it leaves a powerful impression.""—Tom Ford",696,106,4.3137,Woody Spices,"Tobacco Leaf, Vanilla, Ginger","TOM FORD, Tobacco Vanille",4.272456494268791,849,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,5,5,5,4,5,2,Warm & Spicy
501,P436005,Yves Saint Laurent,Y Eau de Parfum,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Sage, Geranium, Sensual WoodFragrance Description: The signature Y scent is a bold and woody men's fragrance. This seductive cologne is infused with sophisticated and revitalizing notes of sage and geranium and rounded out with a hint of sensual wood. About the Bottle: The Y signature is inspired by the iconic Yves Saint Laurent ""white T-shirt and black jacket"" look. The blue glass features a striking silver Y that slashes through the square-shouldered bottle. An ultra-desirable piece for the self-made man.About the Fragrance: A long-lasting fragrance for the accomplished, self-made man. It is an intense portrayal of masculinity in a sophisticated cologne.",2657,162,4.553,Citrus & Woods,"Sage, Geranium, Sensual Wood","Yves Saint Laurent, Y Eau de Parfum",4.482907950844172,2819,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,Earthy & Woody
502,P475152,Prada,Luna Rossa Ocean Eau de Toilette,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Bergamot Essence, Iris Absolute, Vetiver EssenceFragrance Description: An aquatic men's cologne fusing refreshing bergamot with sensual vetiver and elegant iris. Sourced through molecular distillation, the addictive notes create a distinctly masculine yet fresh scent for men.About the Bottle: The iconic men's fragrance bottle is lacquered in graduated blues, a reference to the intriguing reflections of water complimented by the signature red Prada line, a symbol of innovation.About the Fragrance: Inspired by the depths of the ocean, master perfumers Anne Flipo and Carlos Benaim augmented their collaboration through technology, co-creating an aquatic cologne for men from both sides of the Atlantic.",1024,34,4.706,Citrus & Woods,"Bergamot Essence, Iris Absolute, Vetiver Essence","Prada, Luna Rossa Ocean Eau de Toilette",4.503908716447334,1058,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Earthy & Woody
514,P482660,Armani Beauty,Acqua di Gio Eau de Parfum,"Fragrance Family: FreshScent Type: Fresh AquaticsKey Notes: Marine, Lavender, PatchouliFragrance Description: Acqua di Giò Eau de Parfum is a long-lasting cologne for men where marine notes blend with mandarin, sage, vetiver, and patchouli. This men’s fragrance is captured in a refillable bottle and is perfect for lovers of the classic Acqua di Giò olfaction who seek something more intense and long-lasting.About the Bottle: This masculine, elegant, transparent men's cologne bottle is filled with an uncolored, crystalline fragrance and is topped with a dark wood cap, evoking the design’s balance of architecture and nature. This precious, refillable bottle is designed to last; each format of Acqua di Giò Eau de Parfum—40 mL, 75 mL, or 125 mL—is designed to be unscrewed and refilled at home with the 150 mL refill bottle (sold separately).About the Fragrance: Giorgio Armani Acqua di Giò Eau de Parfum is a men’s cologne for the future that is a statement of sustainability focusing on four key pillars: eco-conception of the cologne bottle, refill ability in all sizes, natural and sustainably sourced ingredients, and forest preservation programs in Guatemala.",787,31,4.6846,Fresh Aquatics,"Marine, Lavender, Patchouli","Armani Beauty, Acqua di Gio Eau de Parfum",4.462407862594684,818,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,Fresh
520,P483112,Armani Beauty,My Way Floral Eau de Parfum Travel Spray,"Fragrance Family: FloralsScent Type: Classic FloralsKey Notes: Petitgrain, Tuberose, VanillaFragrance Description: This fresh fragrance opens with zesty green mandarin and bright orange blossom. In the heart, rich neroli oil magnifies whiffs of tuberose, while a base of white musk envelopes a bourbon-vanilla infusion. About the Fragrance: The vanilla in My Way Floral is cultivated via programs in Madagascar that support communities through fair trade. Devoted to environmental protection, Armani Beauty has helped preserve over 25,000 acres of primary forest since My Way’s launch.",974,70,4.5268,Classic Florals,"Petitgrain, Tuberose, Vanilla","Armani Beauty, My Way Floral Eau de Parfum Travel Spray",4.399359265321688,1044,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,Floral
525,P475526,Dior,Sauvage Elixir,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Grapefruit, Lavender, AmberFragrance Description: Sauvage Elixir rewrites the rules of men's fragrance by pushing the boundaries of extreme concentration. Stretched to their limits, the citrus, wood, and spice notes of the fragrance express an exuberance that results in the unexpected signature trail of Dior Sauvage Elixir.About the Bottle: Nocturnal and celestial, the midnight-blue glass bottle captures the extraordinary power of Sauvage Elixir in Dior's unique 2oz size. Bearing the marks of elevated design, the elegant bottle is engraved with a sparkling silver Sauvage Elixir inscription and features a dome-shaped bottom that plays with the light.About the Fragrance: Sauvage Elixir is a unique and extreme concentration by Dior. This men's fragrance amplifies the essence of Sauvage by balancing the perfume's iconic freshness with an unexpected and surprising trail that vibrates with notes of grapefruit, organic lavender, spices, and sweet, rich woods.",1069,94,4.515,Citrus & Woods,"Grapefruit, Lavender, Amber","Dior, Sauvage Elixir",4.4001043169500615,1163,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Earthy & Woody
526,P428713,The 7 Virtues,Vanilla Woods Eau de Parfum,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: Pear, Rose, VanillaFragrance Description: Vanilla Woods is intoxicating with a dash of fresh pear, a big rose heart note, and the benefits of a long-lasting dry down of organic Madagascar vanilla and gourmand caramel infused with warm amber. The sustainably sourced vanilla alleviates stress with aromatherapy benefits.About the Fragrance: This hypoallergenic and cruelty-free perfume is infused with sugar cane alcohol. It is Peta-Bunny- and Leaping-Bunny-certified cruelty-free and vegan. Made without phthalates, parabens, sulfates, formaldehyde, or UV inhibitors. Normally an Eau de Parfum contains 10-15% fragrances oils. Vanilla Woods contains 22% fragrances oils including organic, sustainably sourced vanilla from Madagascar.This perfume helps provide education and health care. The vanilla is sourced from a sustainable cooperative that provides families with fair wages. Layer with any 7 Virtues peace perfume to create your own harmony. Good for the world. Good for your soul. About the Bottle: Vanilla Woods is nearly clear in color upon purchase; however over time its color may evolve into a golden caramel, ranging from a golden orange to a more caramel brown because it contains natural ingredients.


 Clean + Planet Positive at Sephora When you see our Clean + Planet Positive seal, this brand's products are formulating without certain ingredients that are potentially harmful to human health and environment. They also address ingredients clients are concerned about, including phthalates, formaldehyde or formaldehyde releasers, oxybenzone and octinoxate, hydroquinone, triclosan, coal tar, methylisothiazolinone and methylchloroisothiazolinone, insoluble plastic microbeads, and more: For the full list, check out the Ingredients tab.On top of meeting the Clean at Sephora formulated without list, these brands are on a mission to do right by your routine and the planet by making climate commitments and focusing on sustainable sourcing, responsible packaging, and environmental giving.",847,129,4.4273,Warm & Sweet Gourmands,"Pear, Rose, Vanilla","The 7 Virtues, Vanilla Woods Eau de Parfum",4.338710859614348,973,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,5,1,3,1,5,5,Warm & Spicy
528,P404758,Maison Margiela,’REPLICA’ By the Fireplace,"Fragrance Family: Warm & SpicyScent Type: Warm & Sweet GourmandsKey Notes: Clove Oil, Chestnut Accord, Vanilla AccordFragrance Description: This warm scent combines orange flower, clove oil, and chestnut atop a comforting vanilla fragrance to re-create the signature warmth and coziness of a crackling fire.About the Bottle: Influenced by the look of classic apothecary jars, the luxe bottle carries a cotton label with black ink text and a unique pump wrapped with rope as a homage to the original couture line. The unique eau de toilette within is echoed by the Polaroid photograph of a fireplace printed on the outside carton.About the Fragrance: Inspired by the feeling of comfort, this warm and spicy perfume evokes the memory of wood crackling in the fireplace while snow falls outside.",1151,185,4.393,Warm & Sweet Gourmands,"Clove Oil, Chestnut Accord, Vanilla Accord","Maison Margiela, ’REPLICA’ By the Fireplace",4.338877256792754,1595,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,4,3,5,5,5,4,Warm & Spicy
529,P500062,Yves Saint Laurent,Y Eau de Toilette,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Geranium, Lavender, IncenseFragrance Description: Y Eau de Toilette is a fresh and clean men's cologne featuring aromatic and fresh scents of sage and lavender at the heart with a crisp bite of geranium. These notes are rounded out by sensual woods and masculine incense to create a long-lasting, highly fresh cologne for the Y man.About the Bottle: The Y cologne bottle encapsulates the color of coolness with an icy blue that reveals the fresh scent of this cologne. The crystal-clear glass bottle features a striking silver Y that slashes through the square-shouldered bottle. It’s an ultra-desirable piece for the fearless Y man.About the Fragrance: Y Eau de Toilette is a men's fragrance for the fearless experimenter who lives by his own rules. It is a mineral, woody scent with powerful freshness for lasting intensity.",1164,35,4.7415,Citrus & Woods,"Geranium, Lavender, Incense","Yves Saint Laurent, Y Eau de Toilette",4.539952018999161,1199,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Earthy & Woody
531,P479862,Yves Saint Laurent,Y Eau de Parfum Travel Spray,"Fragrance Family: Earthy & WoodyScent Type: Citrus & WoodsKey Notes: Sage, Geranium, Sensual WoodFragrance Description: The signature Y scent is a bold and woody men's fragrance. This seductive cologne is infused with sophisticated and revitalizing notes of sage and geranium and rounded out with a hint of sensual wood. About the Bottle: The Y signature is inspired by the iconic Yves Saint Laurent ""white T-shirt and black jacket"" look. The blue glass features a striking silver Y that slashes through the square-shouldered bottle. An ultra-desirable piece for the self-made man.About the Fragrance: A long-lasting fragrance for the accomplished, self-made man. It is an intense portrayal of masculinity in a sophisticated cologne.",2657,162,4.553,Citrus & Woods,"Sage, Geranium, Sensual Wood","Yves Saint Laurent, Y Eau de Parfum Travel Spray",4.482907950844172,2819,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,Earthy & Woody
541,P385350,Maison Margiela,’REPLICA’ Jazz Club,"Fragrance Family: Warm & SpicyScent Type: Woody SpicesKey Notes: Pink Pepper, Rum Absolute, Tobacco Leaf AbsoluteFragrance Description: In this scent, a smooth cocktail of warm scents and spicy fragrances awakens the senses with contrasting lemon and pink pepper followed by neroli oil, rum, and vanilla perfume atop smoky tobacco leaf.About the Bottle: Influenced by the look of classic apothecary jars, the luxe bottle carries a cotton label with black ink text and a unique pump wrapped with rope as a homage to the original couture line. The warm and smoky eau de toilette within is echoed by the Polaroid photograph printed on the outside carton.About the Fragrance: Inspired by the scents wafting throughout a Brooklyn jazz club, this eau de toilette brims with the sweet notes of opened cigar boxes, old leather bar stools, and fine aged liquor.",565,60,4.6051,Woody Spices,"Pink Pepper, Rum Absolute, Tobacco Leaf Absolute","Maison Margiela, ’REPLICA’ Jazz Club",4.43031230497267,898,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,5,3,3,5,4,4,Warm & Spicy
